state	yr	qtr	index_nsa	index_sa	Warning
TN	1992	2	102.51	102.12	
TN	1992	3	104.64	104.06	
TN	1992	4	104.91	104.67	
TN	1993	1	104.81	104.78	
TN	1993	2	107.11	106.70	
TN	1993	3	108.70	108.07	
TN	1993	4	109.91	109.72	
TN	1994	1	111.46	111.42	
TN	1994	2	113.44	112.97	
TN	1994	3	115.27	114.60	
TN	1994	4	115.76	115.62	
TN	1995	1	118.05	117.99	
TN	1995	2	119.49	118.93	
TN	1995	3	121.34	120.64	
TN	1995	4	122.90	122.84	
TN	1996	1	123.94	123.83	
TN	1996	2	126.04	125.37	
TN	1996	3	127.90	127.25	
TN	1996	4	128.18	128.12	
TN	1997	1	129.64	129.50	
TN	1997	2	131.50	130.75	
TN	1997	3	131.68	131.08	
TN	1997	4	132.11	132.06	
TN	1998	1	133.76	133.59	
TN	1998	2	136.24	135.42	
TN	1998	3	137.22	136.69	
TN	1998	4	138.23	138.11	
TN	1999	1	139.99	139.81	
TN	1999	2	141.44	140.60	
TN	1999	3	142.70	142.18	
TN	1999	4	143.97	143.81	
TN	2000	1	144.59	144.36	
TN	2000	2	146.71	145.90	
TN	2000	3	147.09	146.57	
TN	2000	4	147.37	147.12	
TN	2001	1	148.49	148.31	
TN	2001	2	149.65	148.88	
TN	2001	3	150.18	149.57	
TN	2001	4	151.85	151.61	
TN	2002	1	152.60	152.46	
TN	2002	2	153.92	153.13	
TN	2002	3	155.80	155.09	
TN	2002	4	155.84	155.60	
TN	2003	1	157.79	157.75	
TN	2003	2	160.20	159.32	
TN	2003	3	161.79	160.95	
TN	2003	4	163.51	163.35	
TN	2004	1	164.56	164.62	
TN	2004	2	168.27	167.22	
TN	2004	3	171.04	170.11	
TN	2004	4	171.97	171.85	
TN	2005	1	175.63	175.85	
TN	2005	2	179.25	177.95	
TN	2005	3	182.51	181.42	
TN	2005	4	185.63	185.63	
TN	2006	1	189.34	189.73	
TN	2006	2	194.34	192.76	
TN	2006	3	196.12	194.89	
TN	2006	4	197.81	197.81	
TN	2007	1	199.78	200.49	
TN	2007	2	204.70	202.82	
TN	2007	3	204.55	203.20	
TN	2007	4	202.41	202.33	
TN	2008	1	200.04	201.14	
TN	2008	2	200.38	198.36	
TN	2008	3	197.21	195.82	
TN	2008	4	192.31	192.02	
TN	2009	1	190.89	192.46	
TN	2009	2	192.00	189.81	
TN	2009	3	191.03	189.63	
TN	2009	4	189.32	188.87	
TN	2010	1	183.97	185.89	
TN	2010	2	188.81	186.47	
TN	2010	3	184.22	182.86	
TN	2010	4	181.59	181.01	
TN	2011	1	176.36	178.50	
TN	2011	2	180.20	177.76	
TN	2011	3	183.88	182.57	
TN	2011	4	181.21	180.65	
TN	2012	1	177.50	179.68	
TN	2012	2	185.76	183.18	
TN	2012	3	185.46	184.15	
TN	2012	4	187.54	187.14	
TN	2013	1	188.68	190.81	
TN	2013	2	196.43	193.70	
TN	2013	3	197.22	195.80	
TN	2013	4	199.69	199.58	
TN	2014	1	199.59	201.42	
TN	2014	2	205.96	203.22	
TN	2014	3	207.93	206.41	
TN	2014	4	207.20	207.34	
TN	2015	1	212.14	213.74	
TN	2015	2	217.54	214.77	
TN	2015	3	219.05	217.44	
TX	1991	1	100.00	100.00	
TX	1991	2	100.67	100.01	
TX	1991	3	100.88	100.13	
TX	1991	4	100.43	99.88	
TX	1992	1	101.82	101.81	
TX	1992	2	102.17	101.50	
TX	1992	3	103.43	102.65	
TX	1992	4	104.18	103.64	
TX	1993	1	104.01	103.99	
TX	1993	2	105.73	105.03	
TX	1993	3	107.02	106.20	
TX	1993	4	107.99	107.46	
TX	1994	1	108.61	108.58	
TX	1994	2	109.97	109.23	
TX	1994	3	110.51	109.64	
TX	1994	4	110.57	110.09	
TX	1995	1	110.77	110.72	
TX	1995	2	112.04	111.27	
TX	1995	3	112.94	112.03	
TX	1995	4	113.25	112.82	
TX	1996	1	113.56	113.50	
TX	1996	2	114.79	113.96	
TX	1996	3	115.64	114.70	
TX	1996	4	115.31	114.93	
TX	1997	1	115.49	115.41	
TX	1997	2	117.31	116.43	
TX	1997	3	118.03	117.05	
TX	1997	4	118.76	118.42	
TX	1998	1	120.50	120.43	
TX	1998	2	122.66	121.70	
TX	1998	3	124.83	123.80	
TX	1998	4	125.84	125.51	
TX	1999	1	127.46	127.38	
TX	1999	2	130.65	129.60	
TX	1999	3	132.55	131.45	
TX	1999	4	134.39	134.05	
TX	2000	1	136.57	136.50	
TX	2000	2	139.78	138.62	
TX	2000	3	142.21	141.04	
TX	2000	4	143.41	143.07	
TX	2001	1	144.95	144.89	
TX	2001	2	147.73	146.49	
TX	2001	3	148.96	147.71	
TX	2001	4	149.07	148.74	
TX	2002	1	149.93	149.88	
TX	2002	2	152.82	151.50	
TX	2002	3	153.60	152.30	
TX	2002	4	153.90	153.59	
TX	2003	1	154.38	154.33	
TX	2003	2	156.42	155.05	
TX	2003	3	157.29	155.94	
TX	2003	4	157.26	156.98	
TX	2004	1	158.36	158.32	
TX	2004	2	161.16	159.72	
TX	2004	3	162.44	161.05	
TX	2004	4	162.86	162.58	
TX	2005	1	164.69	164.69	
TX	2005	2	168.54	166.99	
TX	2005	3	171.09	169.59	
TX	2005	4	172.70	172.43	
TX	2006	1	175.26	175.33	
TX	2006	2	179.25	177.50	
TX	2006	3	182.00	180.37	
TX	2006	4	183.81	183.58	
TX	2007	1	186.17	186.39	
TX	2007	2	190.15	188.12	
TX	2007	3	191.14	189.37	
TX	2007	4	190.77	190.63	
TX	2008	1	189.48	189.91	
TX	2008	2	191.82	189.50	
TX	2008	3	192.27	190.46	
TX	2008	4	188.17	188.14	
TX	2009	1	187.52	188.13	
TX	2009	2	190.72	188.16	
TX	2009	3	190.22	188.39	
TX	2009	4	189.43	189.54	
TX	2010	1	188.93	189.69	
TX	2010	2	192.43	189.57	
TX	2010	3	190.46	188.68	
TX	2010	4	185.21	185.40	
TX	2011	1	184.39	185.20	
TX	2011	2	188.82	185.86	
TX	2011	3	187.66	185.94	
TX	2011	4	187.10	187.37	
TX	2012	1	189.33	190.14	
TX	2012	2	196.08	192.91	
TX	2012	3	198.24	196.51	
TX	2012	4	199.58	199.92	
TX	2013	1	201.48	202.22	
TX	2013	2	209.86	206.50	
TX	2013	3	211.78	209.96	
TX	2013	4	214.31	214.73	
TX	2014	1	218.44	219.12	
TX	2014	2	223.88	220.35	
TX	2014	3	227.47	225.55	
TX	2014	4	228.79	229.26	
TX	2015	1	233.67	234.26	
TX	2015	2	242.27	238.55	
TX	2015	3	244.63	242.55	
UT	1991	1	100.00	100.00	
UT	1991	2	101.49	100.59	
UT	1991	3	102.32	101.82	
UT	1991	4	104.20	103.72	
UT	1992	1	106.10	106.11	
UT	1992	2	109.60	108.64	
UT	1992	3	110.45	109.86	
UT	1992	4	114.58	114.09	
UT	1993	1	117.73	117.76	
UT	1993	2	122.98	121.90	
UT	1993	3	128.54	127.77	
UT	1993	4	133.99	133.49	
UT	1994	1	137.98	138.03	
UT	1994	2	145.66	144.40	
UT	1994	3	149.56	148.52	
UT	1994	4	152.22	151.78	
UT	1995	1	155.35	155.44	
UT	1995	2	158.29	156.85	
UT	1995	3	162.22	161.02	
UT	1995	4	164.22	163.87	
UT	1996	1	168.06	168.14	
UT	1996	2	172.14	170.51	
UT	1996	3	174.64	173.36	
UT	1996	4	175.59	175.33	
UT	1997	1	175.49	175.50	
UT	1997	2	179.56	177.77	
UT	1997	3	180.35	179.13	
UT	1997	4	180.18	179.97	
UT	1998	1	182.33	182.25	
UT	1998	2	186.21	184.30	
UT	1998	3	185.12	183.97	
UT	1998	4	187.16	186.96	
UT	1999	1	187.84	187.63	
UT	1999	2	190.58	188.63	
UT	1999	3	190.18	189.12	
UT	1999	4	191.00	190.77	
UT	2000	1	192.07	191.73	
UT	2000	2	194.31	192.41	
UT	2000	3	195.26	194.21	
UT	2000	4	194.43	194.19	
UT	2001	1	196.39	195.93	
UT	2001	2	198.48	196.72	
UT	2001	3	197.70	196.55	
UT	2001	4	197.99	197.68	
UT	2002	1	199.17	198.71	
UT	2002	2	200.49	198.88	
UT	2002	3	201.02	199.71	
UT	2002	4	203.06	202.67	
UT	2003	1	202.40	202.03	
UT	2003	2	206.30	204.78	
UT	2003	3	208.14	206.61	
UT	2003	4	207.71	207.16	
UT	2004	1	211.02	210.89	
UT	2004	2	216.15	214.59	
UT	2004	3	220.53	218.70	
UT	2004	4	224.37	223.75	
UT	2005	1	228.81	228.94	
UT	2005	2	237.25	235.51	
UT	2005	3	247.76	245.42	
UT	2005	4	256.84	256.23	
UT	2006	1	265.41	265.82	
UT	2006	2	278.16	276.05	
UT	2006	3	290.13	287.06	
UT	2006	4	300.77	300.17	
UT	2007	1	308.87	309.74	
UT	2007	2	321.64	318.98	
UT	2007	3	324.30	320.61	
UT	2007	4	317.17	316.52	
UT	2008	1	313.18	314.62	
UT	2008	2	309.94	307.11	
UT	2008	3	301.71	297.91	
UT	2008	4	287.27	286.87	
UT	2009	1	278.60	280.36	
UT	2009	2	272.33	269.46	
UT	2009	3	268.91	265.31	
UT	2009	4	264.43	264.29	
UT	2010	1	255.59	257.51	
UT	2010	2	259.61	256.53	
UT	2010	3	254.76	251.18	
UT	2010	4	249.67	249.86	
UT	2011	1	236.57	238.47	
UT	2011	2	239.55	236.28	
UT	2011	3	242.49	239.18	
UT	2011	4	238.42	238.96	
UT	2012	1	244.09	245.88	
UT	2012	2	256.42	252.64	
UT	2012	3	260.84	257.40	
UT	2012	4	264.50	265.62	
UT	2013	1	270.72	272.18	
UT	2013	2	284.92	280.53	
UT	2013	3	290.26	286.75	
UT	2013	4	287.39	288.99	
UT	2014	1	292.13	293.04	
UT	2014	2	299.62	295.07	
UT	2014	3	299.85	296.49	
UT	2014	4	300.12	301.97	
UT	2015	1	308.72	309.21	
UT	2015	2	316.75	311.98	
UT	2015	3	321.55	318.22	
VA	1991	1	100.00	100.00	
VA	1991	2	100.01	99.45	
VA	1991	3	99.54	99.03	
VA	1991	4	100.86	100.24	
VA	1992	1	101.55	101.55	
VA	1992	2	100.71	100.15	
VA	1992	3	101.73	101.17	
VA	1992	4	102.04	101.46	
VA	1993	1	101.26	101.26	
VA	1993	2	102.42	101.85	
VA	1993	3	102.65	102.03	
VA	1993	4	102.90	102.40	
VA	1994	1	102.98	102.95	
VA	1994	2	104.36	103.76	
VA	1994	3	105.20	104.51	
VA	1994	4	105.66	105.26	
VA	1995	1	105.20	105.12	
VA	1995	2	105.93	105.29	
VA	1995	3	106.62	105.91	
VA	1995	4	106.17	105.86	
VA	1996	1	107.07	106.93	
VA	1996	2	107.93	107.23	
VA	1996	3	108.57	107.85	
VA	1996	4	108.35	108.13	
VA	1997	1	109.33	109.17	
VA	1997	2	110.02	109.23	
VA	1997	3	110.43	109.70	
VA	1997	4	111.28	111.13	
VA	1998	1	111.29	111.13	
VA	1998	2	113.39	112.50	
VA	1998	3	113.96	113.18	
VA	1998	4	115.05	114.96	
VA	1999	1	117.44	117.37	
VA	1999	2	119.05	118.00	
VA	1999	3	120.66	119.77	
VA	1999	4	121.91	121.90	
VA	2000	1	123.83	123.84	
VA	2000	2	127.88	126.67	
VA	2000	3	130.12	129.06	
VA	2000	4	131.37	131.43	
VA	2001	1	134.79	134.92	
VA	2001	2	139.31	137.92	
VA	2001	3	142.46	141.20	
VA	2001	4	143.45	143.58	
VA	2002	1	146.43	146.61	
VA	2002	2	152.23	150.71	
VA	2002	3	155.42	153.98	
VA	2002	4	157.41	157.58	
VA	2003	1	161.30	161.54	
VA	2003	2	167.58	165.87	
VA	2003	3	172.29	170.73	
VA	2003	4	176.59	176.77	
VA	2004	1	181.46	181.70	
VA	2004	2	190.03	188.05	
VA	2004	3	197.76	196.03	
VA	2004	4	203.69	203.97	
VA	2005	1	211.21	211.41	
VA	2005	2	221.49	219.12	
VA	2005	3	229.37	227.32	
VA	2005	4	234.19	234.79	
VA	2006	1	240.01	240.15	
VA	2006	2	245.81	243.04	
VA	2006	3	245.89	243.56	
VA	2006	4	247.36	248.32	
VA	2007	1	249.09	249.32	
VA	2007	2	252.27	249.10	
VA	2007	3	249.14	246.71	
VA	2007	4	239.17	240.24	
VA	2008	1	235.79	236.40	
VA	2008	2	231.17	227.87	
VA	2008	3	225.44	223.10	
VA	2008	4	213.77	214.79	
VA	2009	1	214.62	215.67	
VA	2009	2	218.85	215.33	
VA	2009	3	217.76	215.36	
VA	2009	4	218.12	219.13	
VA	2010	1	210.99	212.63	
VA	2010	2	218.38	214.42	
VA	2010	3	212.18	209.77	
VA	2010	4	207.21	208.12	
VA	2011	1	202.25	204.31	
VA	2011	2	208.86	204.66	
VA	2011	3	209.03	206.76	
VA	2011	4	204.95	205.70	
VA	2012	1	205.05	207.46	
VA	2012	2	214.07	209.54	
VA	2012	3	214.01	211.73	
VA	2012	4	214.05	214.88	
VA	2013	1	213.86	216.30	
VA	2013	2	226.05	221.29	
VA	2013	3	224.06	221.73	
VA	2013	4	220.40	221.29	
VA	2014	1	221.58	223.92	
VA	2014	2	229.53	224.82	
VA	2014	3	227.89	225.55	
VA	2014	4	229.10	230.10	
VA	2015	1	228.09	230.23	
VA	2015	2	234.63	229.95	
VA	2015	3	234.81	232.50	
VT	1991	1	100.00	100.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1991	2	99.37	99.18	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1991	3	98.18	98.40	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1991	4	97.64	98.10	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1992	1	99.53	99.62	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1992	2	100.64	100.42	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1992	3	99.63	99.77	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1992	4	101.18	101.69	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1993	1	101.09	101.31	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1993	2	100.68	100.39	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1993	3	100.32	100.39	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1993	4	101.28	101.78	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1994	1	101.53	101.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1994	2	102.35	102.04	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1994	3	102.56	102.52	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1994	4	99.61	100.11	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1995	1	99.08	99.53	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1995	2	101.99	101.69	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1995	3	101.60	101.44	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1995	4	97.34	97.79	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1996	1	105.28	105.93	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1996	2	102.79	102.50	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1996	3	101.74	101.43	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1996	4	102.32	102.82	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1997	1	101.49	102.21	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1997	2	101.12	100.85	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1997	3	103.11	102.69	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1997	4	102.68	103.12	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1998	1	104.28	105.21	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1998	2	106.27	105.98	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1998	3	106.55	105.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1998	4	107.50	107.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1999	1	106.55	107.62	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1999	2	111.84	111.54	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1999	3	115.09	114.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	1999	4	114.20	114.66	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2000	1	116.90	118.29	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2000	2	120.26	119.94	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2000	3	124.06	123.04	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2000	4	125.88	126.43	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2001	1	126.68	128.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2001	2	133.96	133.56	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2001	3	135.45	134.28	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2001	4	136.72	137.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2002	1	139.56	141.60	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2002	2	143.44	142.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2002	3	148.01	146.65	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2002	4	148.72	149.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2003	1	149.38	151.80	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2003	2	153.81	153.18	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2003	3	160.35	159.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2003	4	162.96	163.15	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2004	1	165.61	168.60	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2004	2	178.33	177.44	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2004	3	182.64	181.16	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2004	4	187.43	187.57	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2005	1	189.22	192.72	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2005	2	198.88	197.69	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2005	3	205.51	204.16	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2005	4	206.78	206.82	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2006	1	203.97	207.65	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2006	2	214.02	212.65	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2006	3	214.18	212.96	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2006	4	216.84	217.15	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2007	1	212.20	215.44	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2007	2	218.11	216.79	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2007	3	218.81	217.84	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2007	4	214.95	215.61	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2008	1	215.29	217.62	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2008	2	212.45	211.62	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2008	3	209.48	208.62	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2008	4	209.72	210.82	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2009	1	206.18	207.34	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2009	2	212.45	212.26	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2009	3	212.84	211.94	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2009	4	205.25	206.68	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2010	1	206.64	206.94	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2010	2	204.29	204.77	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2010	3	203.35	202.23	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2010	4	200.06	201.70	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2011	1	205.17	205.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2011	2	199.27	200.17	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2011	3	202.82	201.26	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2011	4	206.12	207.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2012	1	206.38	206.50	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2012	2	203.50	204.50	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2012	3	208.53	206.38	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2012	4	201.36	203.21	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2013	1	208.95	209.84	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2013	2	209.38	210.11	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2013	3	213.78	210.93	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2013	4	212.71	214.83	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2014	1	202.31	204.10	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2014	2	216.40	216.53	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2014	3	215.77	212.47	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2014	4	208.55	210.74	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2015	1	209.47	212.21	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2015	2	219.53	219.05	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT	2015	3	224.31	220.58	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WA	1991	1	100.00	100.00	
WA	1991	2	101.69	100.82	
WA	1991	3	102.02	100.74	
WA	1991	4	103.74	103.00	
WA	1992	1	103.90	103.90	
WA	1992	2	105.46	104.53	
WA	1992	3	107.74	106.40	
WA	1992	4	108.29	107.57	
WA	1993	1	108.44	108.43	
WA	1993	2	110.82	109.78	
WA	1993	3	113.01	111.60	
WA	1993	4	114.09	113.42	
WA	1994	1	115.16	115.11	
WA	1994	2	118.22	117.03	
WA	1994	3	119.43	117.94	
WA	1994	4	119.37	118.81	
WA	1995	1	120.31	120.22	
WA	1995	2	120.26	118.94	
WA	1995	3	120.97	119.48	
WA	1995	4	120.65	120.23	
WA	1996	1	121.10	120.95	
WA	1996	2	123.21	121.74	
WA	1996	3	124.00	122.53	
WA	1996	4	123.41	123.08	
WA	1997	1	124.65	124.41	
WA	1997	2	127.56	125.97	
WA	1997	3	130.02	128.57	
WA	1997	4	130.27	129.98	
WA	1998	1	132.80	132.43	
WA	1998	2	137.26	135.55	
WA	1998	3	138.64	137.17	
WA	1998	4	139.90	139.61	
WA	1999	1	141.90	141.37	
WA	1999	2	145.62	143.85	
WA	1999	3	146.82	145.35	
WA	1999	4	148.25	147.93	
WA	2000	1	150.56	149.90	
WA	2000	2	152.69	150.89	
WA	2000	3	154.20	152.71	
WA	2000	4	155.08	154.71	
WA	2001	1	157.80	157.06	
WA	2001	2	160.31	158.46	
WA	2001	3	162.35	160.79	
WA	2001	4	162.56	162.10	
WA	2002	1	165.41	164.70	
WA	2002	2	168.69	166.79	
WA	2002	3	169.87	168.12	
WA	2002	4	172.19	171.69	
WA	2003	1	174.28	173.70	
WA	2003	2	178.28	176.22	
WA	2003	3	181.81	179.81	
WA	2003	4	184.72	184.21	
WA	2004	1	190.03	189.58	
WA	2004	2	197.77	195.45	
WA	2004	3	202.85	200.41	
WA	2004	4	208.45	207.95	
WA	2005	1	214.43	214.10	
WA	2005	2	226.82	224.08	
WA	2005	3	237.93	234.88	
WA	2005	4	243.53	243.05	
WA	2006	1	251.90	251.64	
WA	2006	2	262.86	259.66	
WA	2006	3	269.02	265.38	
WA	2006	4	271.42	270.99	
WA	2007	1	278.29	278.14	
WA	2007	2	282.52	278.96	
WA	2007	3	284.66	280.75	
WA	2007	4	278.94	278.56	
WA	2008	1	273.20	273.12	
WA	2008	2	271.87	268.41	
WA	2008	3	265.58	261.80	
WA	2008	4	251.95	251.64	
WA	2009	1	250.34	250.51	
WA	2009	2	245.13	241.84	
WA	2009	3	240.12	236.61	
WA	2009	4	236.94	236.67	
WA	2010	1	234.37	234.83	
WA	2010	2	235.25	231.91	
WA	2010	3	230.20	226.59	
WA	2010	4	221.27	221.12	
WA	2011	1	214.74	215.55	
WA	2011	2	212.06	208.77	
WA	2011	3	210.52	207.00	
WA	2011	4	204.54	204.57	
WA	2012	1	205.13	206.21	
WA	2012	2	214.67	211.11	
WA	2012	3	218.57	214.61	
WA	2012	4	222.66	222.98	
WA	2013	1	224.30	225.78	
WA	2013	2	234.76	230.56	
WA	2013	3	242.98	238.39	
WA	2013	4	237.47	238.04	
WA	2014	1	240.26	242.03	
WA	2014	2	251.56	246.84	
WA	2014	3	255.45	250.45	
WA	2014	4	254.84	255.68	
WA	2015	1	259.24	261.24	
WA	2015	2	273.83	268.54	
WA	2015	3	279.50	273.99	
WI	1991	1	100.00	100.00	
WI	1991	2	101.75	101.07	
WI	1991	3	103.55	102.75	
WI	1991	4	103.87	103.69	
WI	1992	1	105.34	105.36	
WI	1992	2	108.63	107.90	
WI	1992	3	110.05	109.20	
WI	1992	4	111.66	111.45	
WI	1993	1	113.56	113.63	
WI	1993	2	116.42	115.59	
WI	1993	3	119.17	118.25	
WI	1993	4	120.97	120.73	
WI	1994	1	123.13	123.26	
WI	1994	2	126.14	125.22	
WI	1994	3	127.27	126.24	
WI	1994	4	128.20	127.94	
WI	1995	1	128.85	129.07	
WI	1995	2	131.31	130.31	
WI	1995	3	133.15	132.03	
WI	1995	4	133.68	133.42	
WI	1996	1	134.08	134.39	
WI	1996	2	137.30	136.23	
WI	1996	3	137.98	136.75	
WI	1996	4	137.82	137.59	
WI	1997	1	138.53	138.91	
WI	1997	2	140.79	139.66	
WI	1997	3	142.95	141.61	
WI	1997	4	142.41	142.22	
WI	1998	1	143.15	143.56	
WI	1998	2	146.55	145.39	
WI	1998	3	148.73	147.29	
WI	1998	4	149.41	149.23	
WI	1999	1	150.49	150.92	
WI	1999	2	154.87	153.68	
WI	1999	3	156.86	155.30	
WI	1999	4	157.76	157.55	
WI	2000	1	160.11	160.57	
WI	2000	2	163.73	162.54	
WI	2000	3	166.40	164.72	
WI	2000	4	166.99	166.71	
WI	2001	1	168.75	169.25	
WI	2001	2	172.78	171.61	
WI	2001	3	175.43	173.59	
WI	2001	4	176.67	176.36	
WI	2002	1	177.47	178.03	
WI	2002	2	181.73	180.54	
WI	2002	3	186.20	184.18	
WI	2002	4	187.04	186.70	
WI	2003	1	188.92	189.57	
WI	2003	2	193.39	192.11	
WI	2003	3	197.23	195.01	
WI	2003	4	199.52	199.23	
WI	2004	1	201.90	202.69	
WI	2004	2	206.86	205.33	
WI	2004	3	211.90	209.50	
WI	2004	4	213.10	212.92	
WI	2005	1	212.73	213.60	
WI	2005	2	220.24	218.42	
WI	2005	3	223.48	220.95	
WI	2005	4	223.04	223.02	
WI	2006	1	224.08	225.04	
WI	2006	2	227.96	225.84	
WI	2006	3	228.89	226.37	
WI	2006	4	226.75	226.76	
WI	2007	1	226.05	227.14	
WI	2007	2	230.21	227.91	
WI	2007	3	229.13	226.64	
WI	2007	4	224.82	224.72	
WI	2008	1	222.77	224.13	
WI	2008	2	223.48	221.14	
